study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep_pretest,pre_2004,21,21,21,How my life goes depends on me,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Wie mein Leben verläuft hängt von mir selbst ab,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02121
soep_pretest,pre_2004,21,22,21,"Compared to other people, I have not achieved what I deserve",The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Im Vergleich mit anderen habe ich nicht das erreicht, was ich verdient habe","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02122
soep_pretest,pre_2004,21,23,21,What a person achieves in life is above all a question of fate or luck,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Was man im Leben erreicht, ist in erster Linie eine Fragen von Schicksal oder Glück","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02123
soep_pretest,pre_2004,21,24,21,"If a person is socially or politically active, he/she can have an effect on social conditions",The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Wenn man sich sozial oder politisch engagiert, kann man die sozialen Verhältnisse beeinflussen","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02124
soep_pretest,pre_2004,21,25,21,I frequently have the experience that other people have a controlling influence over my life,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich mache häufig die Erfahrung, dass andere über mein Leben bestimmen","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02125
soep_pretest,pre_2004,21,26,21,One has to work hard in order to succeed,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Erfolg muss man sich hart erarbeiten,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02126
soep_pretest,pre_2004,21,27,21,"If I run up against difficulties in life, I often doubt my own abilities",The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Wenn ich im Leben auf Schwierigkeiten stoße, zweifle ich oft an meinen Fähigkeiten","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02127
soep_pretest,pre_2004,21,28,21,The opportunities that I have in life are determined by the social conditions,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Welche Möglichkeiten ich im Leben habe, wird von den sozialen Umständen bestimmt","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02128
soep_pretest,pre_2004,21,29,21,Inborn abilities are more important than any efforts one can make,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Wichtiger als alle Anstrengungen sind die Fähigkeiten die man mitbringt,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02129
soep_pretest,pre_2004,21,30,21,I have little control over the things that happen in my life,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich habe wenig Kontrolle über die Dinge, die in meinem Leben passieren","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02130
soep_pretest,pre_2004,21,31,21,I always say what I think,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich sage immer was ich denke,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02131
soep_pretest,pre_2004,21,32,21,Sometimes I get upset if I do not get my will,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich bin manchmal ärgerlich, wenn ich meinen Willen nicht bekomme","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02132
soep_pretest,pre_2004,21,33,21,I am always willing to admit a mistake that I make,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich bin immer gewillt, einen Fehler, den ich mache auch zuzugeben","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02133
